sex,year,gwa,strand,current_course,first_choice,second_choice,third_choice,quality_instruction1,quality_instruction2,quality_instruction3,quality_instruction4,course_content1,academic_advising1,academic_advising2,college_experience1,college_experience2,interest_subject1,preparation_career1,preparation_career2,class_size1,class_size2,class_size3,failing_major1,academic_placement1,academic_placement2,personality_traits1,personality_traits2,personality_traits3,values1,values2,social_behavior1,social_behavior2,social_behavior3,social_behavior4,same_course,different_course
Male,Third Year,1.00-1.50,STEM,BSIT,BSIT,BSPsy,BSCpE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,31-50,Strongly Disagree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,N/A,N/A,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BS_Arch,BSCS,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Family,Strongly Agree,Agree,No,No
Male,Second Year,1.00-1.50,STEM,BSIT,BSCE,BS_Arch,BSCS,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,N/A,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,TVL,BSCE,BSCE,BS_Arch,BSCS,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,31-50,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Agree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSBA_BE,BSBA_BE,BSA,BSCS,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Myself,Family,Agree,Agree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSCS,BSPT,BSBio,BSCS,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,31-50,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Myself,Family,Strongly Agree,Strongly Agree,No,Yes
Male,Second Year,2.01-2.50,STEM,BSCpE,BSCpE,BSCE,BSCS,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,N/A,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Strongly Agree,Yes,Yes
Male,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSCpE,BSCS,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,N/A,STEM,BSCS,BSIT,BSCpE,BSCS,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,31-50,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Strongly Disagree,Disagree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSIT,BSIT,BSCpE,BSCS,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Disagree,Yes,No
Female,Third Year,1.00-1.50,TVL,BSIT,BSIT,BSCpE,BSCS,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,Yes,Yes
Male,Second Year,1.00-1.50,STEM,BSCpE,BSCpE,BSECE,BSCS,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,N/A,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,N/A,31-50,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Family,Disagree,Disagree,No,No
Male,Third Year,1.00-1.50,STEM,BSIT,BSIT,BSECE,BSCS,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Disagree,Agree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSIT,BSCE,BSIT,BSCS,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Second Year,2.01-2.50,STEM,BSCpE,BSCpE,BSIT,BSCS,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,31-50,N/A,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Family,Disagree,Agree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSIT,BSCpE,BSIT,BSCS,Strongly Agree,N/A,N/A,N/A,Agree,Agree,N/A,N/A,Disagree,N/A,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,N/A,Disagree,Yes,No
Male,First Year,N/A,STEM,BSECE,BSEE,BSIT,BSCS,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,N/A,Strongly Agree,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Agree,31-50,N/A,N/A,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Family,Disagree,Strongly Agree,Yes,Yes
Male,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSN,BSCS,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Third Year,1.00-1.50,HESS,BSIT,BSIT,BSPsy,BSCS,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSCE,BSCE,BS_Arch,BSEE,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Myself,Family,Strongly Agree,Disagree,Yes,No
Male,First Year,N/A,STEM,BSMfgE,BSCHE,BSCE,BSEE,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,31-50,N/A,N/A,Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Family,Agree,Disagree,No,Yes
Female,Second Year,1.51-2.00,STEM,BSECE,BSECE,BSCE,BSEE,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Disagree,No,No
Male,Second Year,1.51-2.00,STEM,BSMfgE,BSME,BSCE,BSEE,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Disagree,Yes,Yes
Male,Second Year,1.00-1.50,TVL,BSMfgE,BSME,BSCE,BSEE,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSCpE,BSEE,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSCpE,BSCpE,BSCS,BSEE,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,N/A,Yes,No
Female,Second Year,2.01-2.50,STEM,BSECE,BSCE,BSECE,BSEE,Strongly Agree,N/A,Disagree,Agree,Agree,Agree,N/A,Agree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Strongly Agree,N/A,N/A,N/A,Agree,Strongly Agree,Myself,Family,Agree,Strongly Agree,Yes,Yes
Male,Third Year,1.00-1.50,STEM,BSMfgE,BSME,BSECE,BSEE,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,TVL,BSCS,BSPsy,BSIT,BSEE,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,No,Yes
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSMath,BSEE,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSCHE,BSCE,BSME,BSEE,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSEE,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,N/A,Agree,N/A,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSME,BSEE,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Myself,Family,Strongly Agree,Agree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSEE,Strongly Agree,Strongly Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,N/A,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Myself,Family,Strongly Agree,Strongly Agree,Yes,No
Male,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSME,BSEE,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSEE,BSCE,BSME,BSEE,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Family,Agree,Disagree,No,No
Male,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSPsy,BSEE,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,N/A,Strongly Agree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Male,Third Year,1.00-1.50,STEM,BSMfgE,BSME,BSCE,BSECE,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSCpE,BSECE,Strongly Agree,Disagree,N/A,Disagree,Disagree,Agree,Agree,Disagree,Disagree,N/A,Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Myself,Family,Agree,Agree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSECE,BSCE,BSCpE,BSECE,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Disagree,Disagree,Yes,Yes
Female,Third Year,1.00-1.50,STEM,BSIT,BSIT,BSCS,BSECE,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Myself,Family,Strongly Agree,Strongly Agree,Yes,Yes
Female,Second Year,1.51-2.00,STEM,BSECE,BSCE,BSEE,BSECE,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Disagree,No,No
Female,Second Year,1.00-1.50,STEM,BSECE,BSME,BSEE,BSECE,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,N/A,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Myself,Family,Disagree,Disagree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSECE,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,N/A,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Myself,Family,Agree,Strongly Agree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSECE,BSCE,BSME,BSECE,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Agree,Disagree,No,Yes
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BS_Arch,BS_ENTRE,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.00-1.50,BAM,BSBA_FM,BSBA_FM,BSA,BS_ENTRE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,N/A,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,Yes,No
Female,Third Year,1.00-1.50,BAM,BSBA_MM,BSBA_MM,BSA,BS_ENTRE,Strongly Agree,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Myself,Family,Agree,Agree,Yes,No
Male,Third Year,1.51-2.00,BAM,BSA,BSA,BSBA_FM,BS_ENTRE,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Strongly Disagree,Yes,No
Male,Third Year,1.51-2.00,BAM,BSBA_FM,BSA,BSBA_FM,BS_ENTRE,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
Female,Second Year,1.51-2.00,BAM,BS_ENTRE,BSA,BSBA_FM,BS_ENTRE,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,No,Yes
Female,Second Year,1.00-1.50,BAM,BS_ENTRE,BSBA_MM,BSBA_FM,BS_ENTRE,Strongly Agree,N/A,N/A,N/A,Agree,Strongly Agree,N/A,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Family,Strongly Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,BAM,BSCE,BSCE,BSBA_FM,BS_ENTRE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,HESS,BSA,BSA,BSBA_MM,BS_ENTRE,N/A,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,N/A,N/A,31-50,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Myself,Family,Strongly Agree,Disagree,Yes,No
Female,Second Year,1.00-1.50,BAM,BS_ENTRE,BSBA_MM,BSBA_OM,BS_ENTRE,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,Yes
Male,Second Year,1.00-1.50,STEM,BS_ENTRE,BS_Arch,BSCE,BS_ENTRE,Strongly Agree,Agree,Agree,Agree,Disagree,N/A,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Myself,Family,Strongly Disagree,Agree,Yes,No
Female,Third Year,1.00-1.50,BAM,BSIT,BSA,BSIT,BS_ENTRE,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSIT,BSCE,BSIT,BS_ENTRE,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Female,Third Year,1.51-2.00,BAM,BSA,BSA,BSPsy,BS_ENTRE,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Family,Disagree,Disagree,No,Yes
Female,Third Year,1.00-1.50,BAM,BSTM,BSTM,BSPsy,BS_ENTRE,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Family,Strongly Agree,Strongly Agree,No,Yes
Female,Second Year,1.00-1.50,STEM,BS_ENTRE,BSCE,BSPT,BS_ENTRE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Agree,No,Yes
Female,Second Year,1.00-1.50,BAM,BS_ENTRE,BSA,BSTM,BS_ENTRE,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Myself,Family,Strongly Agree,Strongly Agree,No,Yes
Female,Second Year,1.51-2.00,BAM,BS_ENTRE,BSTM,BS_ENTRE,BSHM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Family,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSA,BSHM,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,N/A,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Myself,Family,Agree,Disagree,Yes,No
Female,Third Year,1.51-2.00,BAM,BSTM,BSTM,BSA,BSHM,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Family,Agree,Agree,Yes,Yes
Female,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSBA_HRM,BSHM,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Family,Agree,Disagree,No,Yes
Male,First Year,N/A,TVL,BSECE,BS_Arch,BSCE,BSHM,Agree,Agree,N/A,Disagree,Disagree,Agree,Agree,N/A,N/A,N/A,Agree,Agree,Agree,Agree,31-50,N/A,Strongly Disagree,Strongly Agree,N/A,N/A,N/A,Agree,Disagree,Myself,Family,Agree,Strongly Agree,No,Yes
Male,First Year,N/A,TVL,BSECE,BS_Arch,BSCE,BSHM,Agree,Disagree,Agree,Disagree,Disagree,Disagree,N/A,N/A,N/A,Agree,Agree,Agree,Agree,Agree,31-50,N/A,N/A,Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Family,Agree,Strongly Agree,Yes,Yes
Female,Third Year,1.00-1.50,STEM,BSCpE,BSIT,BSCpE,BSHM,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Strongly Agree,Agree,Yes,No
Male,Third Year,1.51-2.00,TVL,BSIT,BSIT,BSCS,BSHM,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Myself,Family,Agree,Agree,No,Yes
Female,Second Year,1.51-2.00,TVL,BSIT,BSTM,BSIT,BSHM,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Family,Strongly Agree,Agree,No,Yes
Male,First Year,N/A,STEM,BSEE,BSEE,BSME,BSHM,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,N/A,N/A,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Family,Agree,Disagree,Yes,No
