Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment5,Course_Environment2,Course_Environment3,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Same_Course,Different_Course
Female,Third Year,BSCE,STEM,BSCE,BSN,BSTM,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,No,No
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSBA_MM,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Male,First Year,BSMfgE,BAM,BSBA_FM,BS_ENTRE,BSBA_MM,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_OM,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,TVL,BSCE,BS_Arch,BSEd_SS,Agree,Myself,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_OM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Yes,No
Male,Third Year,BSBA_OM,BAM,BSA,BSBA_HRM,BSBA_OM,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,No,No
Female,Third Year,BSCS,BAM,BSCS,BSA,BSBA_OM,Agree,Myself,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,No,Yes
Female,First Year,BSCE,STEM,BSCE,BS_Arch,BSCHE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSCHE,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,No
Male,Second Year,BSCE,STEM,BSN,BSCE,BSA,Agree,Family,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BSCE,BSECE,BSCHE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSME,BSCHE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSME,BSCHE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSME,BSCHE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSCHE,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCpE,STEM,BSCpE,BSCE,BSCHE,Strongly Agree,Myself,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,No,No
Male,Third Year,BSCpE,STEM,BSCpE,BSCS,BSCHE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSA,STEM,BSA,BSCE,BSChem,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCHE,STEM,BSCHE,BSPsy,BSChem,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSChem,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSCHE,BSChem,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCHE,BSCE,BSChem,Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BSIT,BSCpE,BSChem,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Yes,No
Female,Second Year,BSCE,STEM,BSA,BS_Arch,BSCE,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,No,No
Male,Second Year,BSCE,STEM,BSCE,BSCpE,BSA,Agree,Family,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,No,No
Female,Second Year,BSCE,HESS,BSA,BSBA_FM,BSCE,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,No,No
Female,Second Year,BSCE,BAM,BSA,BSCHE,BSCE,Agree,Myself,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BSA,BSCHE,BSCE,Agree,Myself,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSCE,BSCE,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSCE,BSCE,Strongly Agree,Myself,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCpE,STEM,BSCpE,BSECE,BSCE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Yes,No
Male,Second Year,BSIT,STEM,BSIT,BSCpE,BSCE,Strongly Agree,Myself,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,HESS,BSPsy,BSIT,BSCE,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSME,STEM,BS_Arch,BSME,BSCE,Agree,Myself,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Yes,No
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSCpE,Agree,Myself,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSCpE,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSCpE,Agree,Myself,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,No
Male,Second Year,BSCE,STEM,BSCE,BS_Arch,BSCpE,Disagree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BS_Arch,BSCE,BSCpE,Disagree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSA,BSPsy,BSIT,Strongly Agree,Family,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSIT,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Yes,No
Male,Third Year,BSCE,HESS,BSCE,BSME,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Yes,Yes
Female,First Year,BSMfgE,STEM,BSCHE,BSCpE,BSIT,Agree,Myself,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,No,Yes
Male,Third Year,BSCE,STEM,BSCE,BSME,BSCpE,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,No,No
Male,Second Year,BSCE,STEM,BSCE,BSME,BSCpE,Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCpE,STEM,BSCE,BSA,BSCpE,Disagree,Myself,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCpE,STEM,BSN,BSBio,BSCpE,Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Yes,Yes
Male,Second Year,BSCpE,STEM,BS_Arch,BSCE,BSCpE,Strongly Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Yes,Yes
Male,Second Year,BSCpE,HESS,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Yes,Yes
Male,Third Year,BSCpE,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,Yes
Male,Third Year,BSCpE,STEM,BSN,BSIT,BSCpE,Agree,Myself,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,No,Yes
Male,First Year,BSECE,STEM,BSECE,BSCpE,BSME,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Yes,No
Female,Third Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Female,First Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Female,Third Year,BSCS,STEM,BSCS,BSME,BSCpE,Agree,Myself,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Yes,Yes
Female,Second Year,BSEE,STEM,BSCE,BS_Arch,BSCpE,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,No
Female,Second Year,BSECE,STEM,BSCS,BSIT,BSCpE,Agree,Myself,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Second Year,BSIT,STEM,BSN,BS_Arch,BSCpE,Disagree,Myself,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,No,No
Male,Third Year,BSIT,TVL,BSIT,BSA,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Yes,No
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,No,Yes
Male,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Yes,Yes
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,STEM,BSIT,BSCS,BSCpE,Disagree,Myself,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,No,No
Male,Second Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No
Male,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,No,Yes
Male,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSBio,BSN,Agree,Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,STEM,BSCE,BSEE,BSCpE,Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,STEM,BSECE,BSEE,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,First Year,BSCpE,TVL,BSEd_SS,BSN,BSEd_Eng,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSIT,BAM,BSA,BSIT,BSCpE,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSIT,BAM,BSA,BSIT,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Male,Third Year,BSIT,STEM,BSCE,BSIT,BSCpE,Strongly Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Yes,No
Male,Third Year,BSIT,STEM,BSCS,BSIT,BSCpE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,STEM,BSCS,BSIT,BSCpE,Agree,Myself,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,No,Yes
Male,Third Year,BSIT,STEM,BSCS,BSIT,BSCpE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Second Year,BSIT,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSIT,STEM,BSCS,BSME,BSCpE,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Yes,Yes
Male,First Year,BSMfgE,TVL,BSIT,BSCS,BSCpE,Agree,Myself,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,No,Yes
Female,Second Year,BSIT,HESS,BSA,BSIT,BSCpE,Strongly Agree,Myself,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,No,Yes
Male,Second Year,BSME,STEM,BSCE,BSME,BSCpE,Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSBA_BE,STEM,BSBA_BE,BSA,BSCS,Disagree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,No,No
Male,Second Year,BSCE,TVL,BSCE,BS_Arch,BSCS,Strongly Agree,Myself,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSCE,STEM,BSCE,BSCpE,BSCS,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCpE,STEM,BSCpE,BSCE,BSCS,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSCpE,STEM,BSCpE,BSECE,BSCS,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,No,No
Male,Second Year,BSCpE,STEM,BSCpE,BSIT,BSCS,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,No,Yes
Male,Third Year,BSCS,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Yes,No
Male,Second Year,BSIT,STEM,BSCE,BS_Arch,BSCS,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Female,Second Year,BSIT,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,Yes
Male,Third Year,BSIT,STEM,BSIT,BSECE,BSCS,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,STEM,BSCE,BSIT,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Yes,No
Male,Second Year,BSIT,TVL,BSIT,BSN,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,HESS,BSIT,BSPsy,BSCS,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCHE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
